category_list,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
|Biotechnology|, Biotechnology ,,acquired,USA,GA,Atlanta,Atlanta,1,,,,,1996-10-01,1996-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,12000000.0,acquired,USA,MD,"Washington, D.C.",Silver Spring,2,2001-01-06,2001-06,2001-Q2,2001.0,1998-02-09,2006-08-01,0,12000000,0,0,0,0,0,0,0,0,0,0,0,12000000,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,1552.0,closed,GBR,,London,London,1,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-01,2011-01-01,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Nonprofits|, Nonprofits ,4919.0,acquired,CAN,BC,Vancouver,Vancouver,1,2011-01-10,2011-10,2011-Q4,2011.0,2012-05-22,2012-05-22,4919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|, Social Media ,3500000.0,acquired,USA,CA,SF Bay Area,San Francisco,2,,,,,2007-10-01,2008-03-01,500000,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
|Startups|Marketplaces|E-Commerce|Social Media|Mobile|Travel|, Mobile ,1265000.0,acquired,USA,NY,New York City,New York,3,,2011-11,2011-Q4,2011.0,2011-09-01,2012-03-18,1265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,10810000.0,acquired,USA,VA,"Washington, D.C.",Charlottesville,3,2000-01-01,2000-01,2000-Q1,2000.0,2009-12-08,2012-10-16,0,10810000,0,0,0,0,0,0,0,0,0,0,0,8810000,0,0,0,0,0,0,0
|Social Media|, Social Media ,1055547.0,closed,CAN,ON,Toronto,Toronto,1,,,,,2007-11-01,2007-11-01,1055547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health and Wellness|, Health and Wellness ,3000000.0,acquired,USA,CA,SF Bay Area,San Mateo,1,,,,,2007-01-01,2007-01-01,0,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
|Social Media|, Social Media ,12970000.0,acquired,USA,NY,New York City,New York,3,2008-01-03,2008-03,2008-Q1,2008.0,2006-01-01,2008-08-05,0,12100000,0,0,0,0,870000,0,0,0,0,0,0,3500000,8600000,0,0,0,0,0,0
|Staffing Firms|Recruiting|Human Resources|Consumer Electronics|Freelancers|Legal|Project Management|Employment|Curated Web|, Recruiting ,200000.0,closed,USA,TX,Houston,Houston,1,2009-01-02,2009-02,2009-Q1,2009.0,2009-02-01,2009-02-01,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,5750000.0,closed,,,,,2,,,,,2010-08-04,2011-01-18,0,4250000,0,0,0,1500000,0,0,0,0,0,0,0,4250000,0,0,0,0,0,0,0
|Games|, Games ,5000000.0,closed,USA,NY,New York City,New York,1,2007-01-06,2007-06,2007-Q2,2007.0,2007-06-01,2007-06-01,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
|Mobile|, Mobile ,100000.0,closed,CHL,,Santiago,Santiago,1,,2011-08,2011-Q3,2011.0,2011-09-07,2011-09-07,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web Tools|Curated Web|, Web Tools ,39750000.0,acquired,USA,WA,Seattle,Seattle,3,,2005-10,2005-Q4,2005.0,2005-10-01,2008-05-19,0,39750000,0,0,0,0,0,0,0,0,0,0,0,5250000,9500000,25000000,0,0,0,0,0
|Trusted Networks|Security|Software|, Trusted Networks ,15000000.0,acquired,USA,NJ,Newark,Fort Lee,3,1998-01-01,1998-01,1998-Q1,1998.0,2004-01-01,2006-01-01,0,6500000,0,0,0,8500000,0,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0
|Twitter Applications|Curated Web|, Twitter Applications ,,acquired,,,,,1,2009-01-09,2009-09,2009-Q3,2009.0,2009-09-01,2009-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,990000.0,closed,USA,CA,SF Bay Area,San Francisco,1,,2007-08,2007-Q3,2007.0,2007-08-29,2007-08-29,0,990000,0,0,0,0,0,0,0,0,0,0,0,990000,0,0,0,0,0,0,0
|Messaging|, Messaging ,58250000.0,acquired,USA,CA,SF Bay Area,Santa Clara,3,2009-01-01,2009-01,2009-Q1,2009.0,2009-10-01,2013-07-01,250000,58000000,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000,0,0,0,0,0
|Collaborative Consumption|Automotive|, Automotive ,15700000.0,acquired,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2011-01,2011-Q1,2011.0,2011-09-28,2012-02-22,2000000,13700000,0,0,0,0,0,0,0,0,0,0,0,13700000,0,0,0,0,0,0,0
|Software|, Software ,35000000.0,closed,,,,,2,,,,,2005-04-26,2005-07-06,0,35000000,0,0,0,0,0,0,0,0,0,0,0,35000000,0,0,0,0,0,0,0
|E-Commerce|, E-Commerce ,33358207.0,acquired,USA,MA,Boston,Boston,6,2004-01-01,2004-01,2004-Q1,2004.0,2003-12-31,2009-12-23,0,30358207,0,0,0,3000000,0,0,0,0,0,0,0,600000,4500000,22000000,0,0,0,0,0
|Facebook Applications|Social Media|Maps|Search|Travel|, Facebook Applications ,1750000.0,acquired,USA,IL,Chicago,Chicago,2,2007-08-06,2007-06,2007-Q2,2007.0,2008-03-15,2010-04-15,0,750000,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Opinions|Social Media|Content|News|, Opinions ,300000.0,closed,USA,NY,New York City,New York,1,,,,,2008-01-01,2008-01-01,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hardware + Software|, Hardware + Software ,5000000.0,acquired,USA,CA,SF Bay Area,Santa Clara,1,1997-01-01,1997-01,1997-Q1,1997.0,2005-01-31,2005-01-31,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hardware + Software|, Hardware + Software ,,closed,USA,CA,SF Bay Area,Mountain View,1,2010-01-09,2010-09,2010-Q3,2010.0,2010-08-05,2010-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Online Rental|Automotive|, Online Rental ,,closed,GBR,,London,London,1,2009-01-01,2009-01,2009-Q1,2009.0,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Storage|Enterprise Software|, Storage ,31000000.0,acquired,USA,NJ,Newark,Whippany,3,,,,,2011-07-05,2012-12-13,0,31000000,0,0,0,0,0,0,0,0,0,0,0,0,0,31000000,0,0,0,0,0
|File Sharing|Networking|Wireless|Mobile|, Mobile ,3159200.0,acquired,ESP,,Barcelona,Barcelona,2,2006-01-03,2006-03,2006-Q1,2006.0,2006-04-01,2007-06-01,1815600,1343600,0,0,0,0,0,0,0,0,0,0,0,1343600,0,0,0,0,0,0,0
|Web Development|Curated Web|, Curated Web ,4000000.0,acquired,USA,CA,SF Bay Area,San Francisco,2,2007-01-10,2007-10,2007-Q4,2007.0,2009-03-24,2009-12-31,0,2500000,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web Hosting|, Web Hosting ,15500000.0,acquired,USA,TX,Dallas,Richardson,1,1999-01-01,1999-01,1999-Q1,1999.0,2005-08-04,2005-08-04,0,15500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Music|, Music ,,closed,USA,CA,SF Bay Area,San Francisco,1,,,,,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,4460015.0,closed,GBR,,GBR - Other,,1,2004-01-01,2004-01,2004-Q1,2004.0,2009-11-04,2009-11-04,0,0,0,4460015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Location Based Services|Local|Curated Web|, Curated Web ,150000.0,closed,USA,NY,New York City,New York,1,,2008-07,2008-Q3,2008.0,2008-12-01,2008-12-01,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Semiconductors|, Semiconductors ,5000000.0,closed,ISR,,Haifa,Yoqne`am `illit,1,2000-01-01,2000-01,2000-Q1,2000.0,2005-05-15,2005-05-15,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0
|Semiconductors|Solar|Nanotechnology|, Semiconductors ,7000000.0,closed,USA,OR,"Portland, Oregon",Tualatin,1,2008-01-01,2008-01,2008-Q1,2008.0,2008-05-15,2008-05-15,0,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0
|Web Tools|Curated Web|, Curated Web ,2000000.0,acquired,,,,,1,2008-01-01,2008-01,2008-Q1,2008.0,2010-04-20,2010-04-20,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
|Web Hosting|, Web Hosting ,42500000.0,acquired,USA,CA,SF Bay Area,San Jose,4,2005-01-01,2005-01,2005-Q1,2005.0,2005-12-22,2008-11-04,0,42500000,0,0,0,0,0,0,0,0,0,0,0,1000000,8500000,18000000,0,0,0,0,0
|Analytics|Internet Marketing|Social Media|Software|, Internet Marketing ,100000.0,closed,USA,CA,Napa Valley,Boyes Hot Springs,1,2009-01-10,2009-10,2009-Q4,2009.0,2010-02-01,2010-02-01,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Public Relations|, Public Relations ,9500000.0,acquired,USA,WA,Seattle,Seattle,2,,,,,2005-01-01,2007-09-28,0,5500000,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Consumer Electronics|Internet TV|Digital Rights Management|Games|, Consumer Electronics ,66300000.0,acquired,USA,WA,Seattle,Seattle,6,1998-01-01,1998-01,1998-Q1,1998.0,2000-09-01,2009-12-14,0,66300000,0,0,0,0,0,0,0,0,0,0,0,7800000,0,18000000,0,0,0,0,0
|Mobile|, Mobile ,603000.0,closed,,,,,1,,,,,2006-05-16,2006-05-16,0,603000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Collaboration|Enterprise Software|, Collaboration ,2939581.0,acquired,USA,MA,Boston,Boston,4,,2008-09,2008-Q3,2008.0,2008-08-01,2012-11-06,0,2100000,0,0,389581,0,450000,0,0,0,0,0,0,2100000,0,0,0,0,0,0,0
|E-Commerce|, E-Commerce ,1500000.0,closed,,,,,1,,,,,2011-06-08,2011-06-08,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile|, Mobile ,2500000.0,acquired,USA,CA,SF Bay Area,Mountain View,1,2010-01-01,2010-01,2010-Q1,2010.0,2010-12-29,2010-12-29,0,2500000,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0
|Games|, Games ,,closed,USA,CA,SF Bay Area,Pittsburg,1,2006-01-01,2006-01,2006-Q1,2006.0,2009-05-20,2009-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web Hosting|, Web Hosting ,50000000.0,acquired,USA,CO,Denver,Englewood,1,2004-01-01,2004-01,2004-Q1,2004.0,2008-09-03,2008-09-03,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|Sales and Marketing|Social Media|Enterprise Software|, Social Media ,14100000.0,acquired,USA,CA,SF Bay Area,Redwood City,4,2008-01-07,2008-07,2008-Q3,2008.0,2008-12-01,2011-12-01,100000,14000000,0,0,0,0,0,0,0,0,0,0,0,4000000,10000000,0,0,0,0,0,0
|Semiconductors|, Semiconductors ,15000000.0,closed,USA,CA,San Diego,Carlsbad,1,2003-01-01,2003-01,2003-Q1,2003.0,2007-01-10,2007-01-10,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0
|Ticketing|Events|Mobile|, Ticketing ,2100000.0,acquired,USA,CA,SF Bay Area,San Francisco,3,2010-01-06,2010-06,2010-Q2,2010.0,2011-05-01,2013-08-07,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Semiconductors|, Semiconductors ,55000000.0,acquired,ISR,,Netanya,Caesarea,2,2007-01-01,2007-01,2007-Q1,2007.0,2010-07-15,2013-10-17,0,55000000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,35000000,0,0,0,0
|Software|, Software ,25089334.0,acquired,USA,NY,New York City,New York,5,,,,,2004-06-10,2010-04-19,0,25089334,0,0,0,0,0,0,0,0,0,0,0,10000000,8400000,6000000,0,0,0,0,0
|Software|, Software ,6900000.0,closed,GBR,,London,London,1,2005-01-01,2005-01,2005-Q1,2005.0,2009-11-23,2009-11-23,0,6900000,0,0,0,0,0,0,0,0,0,0,0,6900000,0,0,0,0,0,0,0
|Clean Technology|, Clean Technology ,13000000.0,closed,USA,CA,Sacramento,Folsom,1,2006-01-01,2006-01,2006-Q1,2006.0,2008-01-28,2008-01-28,0,13000000,0,0,0,0,0,0,0,0,0,0,0,13000000,0,0,0,0,0,0,0
|Mobile|, Mobile ,19000000.0,closed,USA,NY,New York City,New York,2,2002-01-01,2002-01,2002-Q1,2002.0,2006-08-18,2009-03-05,0,19000000,0,0,0,0,0,0,0,0,0,0,0,0,11000000,0,0,0,0,0,0
|Search|, Search ,6200000.0,acquired,USA,CA,SF Bay Area,Mountain View,1,,2004-08,2004-Q3,2004.0,2005-01-01,2005-01-01,0,6200000,0,0,0,0,0,0,0,0,0,0,0,6200000,0,0,0,0,0,0,0
|Web Hosting|, Web Hosting ,50688090.0,acquired,,,,,7,2000-01-01,2000-01,2000-Q1,2000.0,2000-01-01,2008-11-01,0,43688090,0,0,0,7000000,0,0,0,0,0,0,0,5049990,21226600,12911500,2000000,2500000,0,0,0
|Hardware + Software|, Hardware + Software ,1000000.0,closed,USA,CA,SF Bay Area,Sunnyvale,1,2006-01-01,2006-01,2006-Q1,2006.0,2007-02-28,2007-02-28,0,1000000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
|Celebrity|Photography|Image Recognition|Games|, Celebrity ,15000000.0,acquired,USA,NY,New York City,New York,1,2001-01-01,2001-01,2001-Q1,2001.0,2006-05-08,2006-05-08,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0
|Software|, Software ,5911021.0,acquired,USA,NY,New York City,Brooklyn,1,,,,,2010-05-27,2010-05-27,0,5911021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Network Media|Social Media|, Social Media ,5000000.0,closed,USA,IL,Chicago,Chicago,1,2006-01-06,2006-06,2006-Q2,2006.0,2007-08-01,2007-08-01,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
|Semiconductors|, Semiconductors ,55833663.0,closed,ISR,,Tel Aviv,Tel Aviv,5,2001-01-01,2001-01,2001-Q1,2001.0,2006-01-24,2011-08-09,0,55833663,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0
|Television|Consumer Electronics|Hardware + Software|, Hardware + Software ,620000.0,closed,,,,,2,2011-10-04,2011-04,2011-Q2,2011.0,2011-04-10,2012-12-05,200000,0,0,0,0,0,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Sales and Marketing|Tech Field Support|Services|CRM|Data Integration|Google Apps|Email|Enterprise Software|, Sales and Marketing ,,acquired,USA,CA,SF Bay Area,San Francisco,1,2011-01-03,2011-03,2011-Q1,2011.0,2011-10-19,2011-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Shopping|Social Media|E-Commerce|, Shopping ,1395100.0,acquired,USA,WA,Seattle,Seattle,3,2006-09-11,2006-11,2006-Q4,2006.0,2006-01-01,2008-04-29,0,1395100,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
|Mobile|, Mobile ,4000000.0,closed,,,,,1,2007-09-02,2007-02,2007-Q1,2007.0,2007-09-15,2007-09-15,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
|Parenting|E-Commerce|Life Sciences|Fashion|, E-Commerce ,2500000.0,acquired,USA,CA,Los Angeles,Culver City,1,2012-01-01,2012-01,2012-Q1,2012.0,2012-04-05,2012-04-05,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web CMS|Advertising|, Web CMS ,69585.0,closed,,,,,1,2008-01-01,2008-01,2008-Q1,2008.0,2009-01-01,2009-01-01,69585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Search|Shopping|Reviews and Recommendations|E-Commerce|, E-Commerce ,4988000.0,acquired,USA,CA,SF Bay Area,Burlingame,2,2006-01-08,2006-08,2006-Q3,2006.0,2007-01-01,2008-01-01,0,4988000,0,0,0,0,0,0,0,0,0,0,0,4000000,988000,0,0,0,0,0,0
|Games|, Games ,2500000.0,closed,FRA,,Paris,Paris,2,2006-01-07,2006-07,2006-Q3,2006.0,2007-12-01,2008-06-01,400000,2100000,0,0,0,0,0,0,0,0,0,0,0,2100000,0,0,0,0,0,0,0
,,,acquired,FRA,,Paris,Paris,1,2000-01-01,2000-01,2000-Q1,2000.0,2002-01-23,2002-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Tutoring|Video|Social Network Media|Kids|Games|, Social Network Media ,1500000.0,closed,,,,,1,2007-01-01,2007-01,2007-Q1,2007.0,2007-01-01,2007-01-01,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Games|, Games ,7000000.0,acquired,,,,,1,,,,,2009-05-06,2009-05-06,0,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0
|Pets|, Pets ,400000.0,closed,USA,CA,SF Bay Area,San Francisco,1,2013-01-01,2013-01,2013-Q1,2013.0,2013-09-01,2013-09-01,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Women|Curated Web|, Curated Web ,17400000.0,acquired,USA,CA,SF Bay Area,San Francisco,3,2000-01-12,2000-12,2000-Q4,2000.0,2007-04-01,2008-06-12,0,15500000,0,0,0,0,1900000,0,0,0,0,0,0,3000000,12500000,0,0,0,0,0,0
|Curated Web|, Curated Web ,,closed,USA,OH,Cincinnati,Cincinnati,1,2012-01-01,2012-01,2012-Q1,2012.0,2012-10-03,2012-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,5000000.0,closed,USA,CA,SF Bay Area,San Francisco,1,,,,,2009-11-30,2009-11-30,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|CRM|Billing|Freelancers|Accounting|Small and Medium Businesses|Software|, Billing ,188000.0,acquired,USA,CA,SF Bay Area,San Francisco,1,2005-01-01,2005-01,2005-Q1,2005.0,2012-04-01,2012-04-01,0,188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile|, Mobile ,17600000.0,acquired,USA,NY,New York City,New York,3,2006-01-02,2006-02,2006-Q1,2006.0,2006-02-19,2008-04-30,0,17600000,0,0,0,0,0,0,0,0,0,0,0,5100000,12000000,0,0,0,0,0,0
|Curated Web|, Curated Web ,,closed,USA,CA,SF Bay Area,Oakland,1,,,,,2009-06-01,2009-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,3500000.0,closed,USA,TX,Austin,Austin,2,2009-01-10,2009-10,2009-Q4,2009.0,2009-01-01,2010-07-27,0,3500000,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0
|Meeting Software|Enterprise Software|, Enterprise Software ,11682836.0,acquired,USA,NY,New York City,White Plains,3,2004-01-01,2004-01,2004-Q1,2004.0,2007-10-01,2010-07-15,0,11682836,0,0,0,0,0,0,0,0,0,0,0,5000000,5400000,0,0,0,0,0,0
,,506919.0,acquired,USA,GA,Atlanta,Duluth,1,1998-01-01,1998-01,1998-Q1,1998.0,2009-04-14,2009-04-14,0,506919,0,0,0,0,0,0,0,0,0,0,0,0,0,506919,0,0,0,0,0
|Finance|Entertainment|Facebook Applications|Android|iPhone|Software|Social Media|Mobile|Games|, Social Media ,12000.0,closed,USA,WA,Seattle,Seattle,1,2010-01-01,2010-01,2010-Q1,2010.0,2010-11-01,2010-11-01,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Video|Image Recognition|Reviews and Recommendations|Web Tools|Internet|Travel|, Video ,,closed,GBR,,London,London,1,2007-07-10,2007-10,2007-Q4,2007.0,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|File Sharing|Cloud Computing|Enterprise Software|, Software ,1250000.0,acquired,GBR,,Belfast,Belfast,1,,,,,2013-06-12,2013-06-12,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hotels|News|Real Time|Collaboration|Social Media|Travel|Mobile|, Mobile ,10800000.0,acquired,USA,CA,SF Bay Area,San Francisco,2,2000-01-01,2000-01,2000-Q1,2000.0,2008-10-29,2012-01-01,0,10800000,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,2800000,0,0,0,0
|Curated Web|, Curated Web ,19791.0,closed,,,,,1,2013-01-01,2013-01,2013-Q1,2013.0,2013-01-01,2013-01-01,0,19791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web Hosting|, Web Hosting ,34452226.0,acquired,USA,CA,SF Bay Area,Santa Clara,3,2003-01-01,2003-01,2003-Q1,2003.0,2005-12-01,2008-11-26,0,30000000,0,0,0,4452226,0,0,0,0,0,0,0,10000000,20000000,0,0,0,0,0,0
|Music|, Music ,,closed,USA,OR,"Salem, Oregon",Corvallis,1,,2007-02,2007-Q1,2007.0,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Environmental Innovation|Professional Services|, Professional Services ,486000000.0,acquired,CAN,QC,Montreal,Montr�al,2,1959-01-01,1959-01,1959-Q1,1959.0,2014-03-31,2014-10-01,0,0,0,0,0,0,0,0,0,486000000,0,0,0,0,0,0,0,0,0,0,0
|Media|News|Film|Video Streaming|Video|Games|, News ,,acquired,ESP,,Barcelona,Barcelona,1,2009-01-01,2009-01,2009-Q1,2009.0,2011-09-01,2011-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,10000000.0,acquired,GBR,,London,London,1,1999-01-01,1999-01,1999-Q1,1999.0,2007-01-01,2007-01-01,0,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0
|Search|, Search ,,closed,USA,CA,SF Bay Area,San Francisco,1,2008-01-01,2008-01,2008-Q1,2008.0,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Certification Test|Cyber Security|Infrastructure|, Cyber Security ,5186985.0,acquired,,,,,2,,,,,2012-04-30,2014-01-13,0,5186985,0,0,0,0,0,0,0,0,0,0,0,5186985,0,0,0,0,0,0,0
|Technology|Image Recognition|Hardware + Software|, Image Recognition ,,closed,ESP,,Barcelona,Barcelona,1,,,,,2009-10-01,2009-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,93470000.0,acquired,CHN,,Shanghai,Shanghai,5,2000-01-12,2000-12,2000-Q4,2000.0,2005-02-01,2008-07-01,0,93470000,0,0,0,0,0,0,0,0,0,0,0,2200000,0,17270000,0,0,0,63000000,0
|Consulting|, Consulting ,190000.0,acquired,ESP,,Madrid,Madrid,1,,,,,2006-09-15,2006-09-15,0,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health Care|, Health Care ,4570000.0,closed,USA,WA,Seattle,Seattle,2,,,,,2011-05-17,2012-02-29,0,2600000,0,0,1970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Semiconductors|, Semiconductors ,808000.0,closed,GBR,,Glasgow,Glasgow,1,,,,,2007-06-28,2007-06-28,0,808000,0,0,0,0,0,0,0,0,0,0,0,808000,0,0,0,0,0,0,0
|Mobile|Smart Grid|Clean Technology|Software|, Software ,700000.0,acquired,USA,CA,SF Bay Area,Palo Alto,1,2010-01-11,2010-11,2010-Q4,2010.0,2011-01-01,2011-01-01,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Search|, Search ,12655660.0,closed,USA,CO,Colorado Springs,Colorado Springs,4,1999-01-01,1999-01,1999-Q1,1999.0,2002-11-01,2009-03-30,0,12500000,0,0,0,155660,0,0,0,0,0,0,0,2100000,7400000,0,0,0,0,0,0
|Software|, Software ,2660000.0,acquired,FRA,,Paris,Paris,1,,,,,2006-12-05,2006-12-05,0,2660000,0,0,0,0,0,0,0,0,0,0,0,0,0,2660000,0,0,0,0,0
|SaaS|Cloud Computing|Enterprise Software|, SaaS ,73055.0,closed,GBR,,Birmingham,Birmingham,1,2009-01-01,2009-01,2009-Q1,2009.0,2009-01-01,2009-01-01,73055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,7289000.0,acquired,USA,CA,SF Bay Area,San Mateo,3,2010-01-01,2010-01,2010-Q1,2010.0,2009-12-22,2012-07-01,0,7289000,0,0,0,0,0,0,0,0,0,0,0,6620000,0,0,0,0,0,0,0
|Semiconductors|, Semiconductors ,53000000.0,acquired,USA,CA,SF Bay Area,Santa Clara,3,2000-01-01,2000-01,2000-Q1,2000.0,2005-04-20,2008-08-14,0,53000000,0,0,0,0,0,0,0,0,0,0,0,0,0,17000000,23000000,13000000,0,0,0
|Biotechnology|, Biotechnology ,22500000.0,closed,NOR,,Aust-Agder,,3,,,,,2005-04-06,2010-04-22,0,22500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|Curated Web|, Curated Web ,3000000.0,closed,USA,NY,New York City,New York,1,,2006-12,2006-Q4,2006.0,2009-12-01,2009-12-01,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Networking|Entertainment|Computers|Games|, Games ,7000000.0,acquired,USA,CA,Los Angeles,Santa Monica,2,2002-01-01,2002-01,2002-Q1,2002.0,2011-08-06,2012-05-21,0,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Analytics|, Analytics ,3750000.0,acquired,USA,NY,New York City,New York,1,2008-01-10,2008-10,2008-Q4,2008.0,2010-07-07,2010-07-07,0,3750000,0,0,0,0,0,0,0,0,0,0,0,3750000,0,0,0,0,0,0,0
|Web Development|Mobile|, Mobile ,1221900.0,acquired,IRL,,Dublin,Dublin,1,,,,,2004-08-15,2004-08-15,0,1221900,0,0,0,0,0,0,0,0,0,0,0,1221900,0,0,0,0,0,0,0
