Sr.no,funding_total_usd,funding_rounds,funding_duration_days,avg_funding_per_round,market_sector,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,product_crowdfunding,status
3311,4500000,1,0,4500000,Travel & Hospitality,0,0,0,0,0,0,0,0,0,0,closed
3312,4013000,1,0,4013000,Software & Cloud,0,4013000,0,0,0,0,0,0,0,0,acquired
3313,40300000,3,2085,13433333.33,Financial Services,0,40300000,0,0,0,0,0,0,0,0,acquired
3314,6490000,1,0,6490000,Mobile & Telecom,0,6490000,0,0,0,0,0,0,0,0,acquired
3315,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3316,466000000,5,1954,93200000,Software & Cloud,0,411000000,0,0,0,55000000,0,0,0,0,acquired
3317,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
3318,4500000,1,0,4500000,Business Services,0,0,0,0,0,0,0,0,0,0,acquired
3319,35280599,4,2027,8820149.75,Manufacturing & Industrial,0,35280599,0,0,0,0,0,0,0,0,closed
3320,22000000,1,0,22000000,Financial Services,0,22000000,0,0,0,0,0,0,0,0,closed
3321,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
3322,14514449,2,871,7257224.5,Software & Cloud,0,0,0,0,0,14514449,0,0,0,0,closed
3323,2060000,1,0,2060000,Manufacturing & Industrial,0,2060000,0,0,0,0,0,0,0,0,acquired
3324,6367916,1,0,6367916,Software & Cloud,0,6367916,0,0,0,0,0,0,0,0,closed
3325,1400100,1,0,1400100,Software & Cloud,0,1400100,0,0,0,0,0,0,0,0,closed
3326,60000,1,0,60000,Software & Cloud,60000,0,0,0,0,0,0,0,0,0,closed
3327,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
3328,4500000,2,1050,2250000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3329,27000000,1,0,27000000,Software & Cloud,0,27000000,0,0,0,0,0,0,0,0,acquired
3330,2460000,3,905,820000,Travel & Hospitality,1500000,0,0,0,0,960000,0,0,0,0,acquired
3331,1700000,2,220,850000,Software & Cloud,0,0,0,0,0,0,1700000,0,0,0,acquired
3332,900000,1,0,900000,Software & Cloud,0,0,0,0,0,0,900000,0,0,0,acquired
3333,30000,1,0,30000,Advertising & Marketing,30000,0,0,0,0,0,0,0,0,0,closed
3334,5650000,1,0,5650000,Mobile & Telecom,0,5650000,0,0,0,0,0,0,0,0,acquired
3335,4950000,2,388,2475000,E-commerce & Retail,950000,4000000,0,0,0,0,0,0,0,0,acquired
3336,5000000,2,655,2500000,Mobile & Telecom,1200000,3800000,0,0,0,0,0,0,0,0,closed
3337,18500000,3,1720,6166666.667,Manufacturing & Industrial,0,18500000,0,0,0,0,0,0,0,0,acquired
3338,55420776,7,1499,7917253.714,Software & Cloud,0,51420776,0,0,0,4000000,0,0,0,0,acquired
3339,3200000,2,1044,1600000,Mobile & Telecom,1800000,0,0,0,0,0,1400000,0,0,0,acquired
3340,1000000,1,0,1000000,Media & Entertainment,0,0,0,0,0,1000000,0,0,0,0,closed
3341,22500,2,146,11250,E-commerce & Retail,22500,0,0,0,0,0,0,0,0,0,closed
3342,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3343,4245714,1,0,4245714,Media & Entertainment,0,4245714,0,0,0,0,0,0,0,0,acquired
3344,19097622,2,1596,9548811,Software & Cloud,0,19097622,0,0,0,0,0,0,0,0,acquired
3345,2380000,2,273,1190000,Advertising & Marketing,780000,1600000,0,0,0,0,0,0,0,0,acquired
3346,600000,1,0,600000,Mobile & Telecom,0,600000,0,0,0,0,0,0,0,0,closed
3347,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3348,3600000,2,243,1800000,Software & Cloud,600000,3000000,0,0,0,0,0,0,0,0,closed
3349,840000,1,0,840000,Software & Cloud,0,840000,0,0,0,0,0,0,0,0,closed
3350,1000000,1,0,1000000,Media & Entertainment,0,0,0,0,0,0,1000000,0,0,0,closed
3351,300000,1,0,300000,Other,0,0,0,0,0,0,300000,0,0,0,closed
3352,1840000,2,636,920000,Other,440000,1400000,0,0,0,0,0,0,0,0,closed
3353,31775000,5,1046,6355000,Financial Services,325000,30700000,0,0,0,0,750000,0,0,0,acquired
3354,12000000,1,0,12000000,Security,0,12000000,0,0,0,0,0,0,0,0,acquired
3355,10300000,1,0,10300000,Social & Community,0,10300000,0,0,0,0,0,0,0,0,acquired
3356,1310000,1,0,1310000,Software & Cloud,0,1310000,0,0,0,0,0,0,0,0,acquired
3357,5500000,3,558,1833333.333,Media & Entertainment,0,5500000,0,0,0,0,0,0,0,0,acquired
3358,640000,1,0,640000,Software & Cloud,0,0,0,0,0,640000,0,0,0,0,closed
3359,2400000,2,330,1200000,Software & Cloud,1200000,0,0,0,0,1200000,0,0,0,0,acquired
3360,400000,1,0,400000,Media & Entertainment,0,0,0,0,0,0,400000,0,0,0,closed
3361,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3362,4500000,2,517,2250000,Internet & Web,0,0,0,0,0,0,0,0,0,0,acquired
3363,100000,1,0,100000,Social & Community,100000,0,0,0,0,0,0,0,0,0,closed
3364,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3365,3500000,3,396,1166666.667,Software & Cloud,0,3500000,0,0,0,0,0,0,0,0,acquired
3366,11725600,2,612,5862800,Media & Entertainment,0,11725600,0,0,0,0,0,0,0,0,acquired
3367,2977800,2,29,1488900,Media & Entertainment,0,2977800,0,0,0,0,0,0,0,0,closed
3368,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
3369,1500000,2,33,750000,Media & Entertainment,1500000,0,0,0,0,0,0,0,0,0,acquired
3370,1100000,1,0,1100000,Mobile & Telecom,1100000,0,0,0,0,0,0,0,0,0,acquired
3371,4500000,1,0,4500000,Business Services,0,0,0,0,0,0,0,0,0,0,acquired
3372,69830,1,0,69830,Advertising & Marketing,69830,0,0,0,0,0,0,0,0,0,acquired
3373,117059,1,0,117059,Mobile & Telecom,117059,0,0,0,0,0,0,0,0,0,closed
3374,10000000,1,0,10000000,Mobile & Telecom,0,10000000,0,0,0,0,0,0,0,0,acquired
3375,50000,1,0,50000,Mobile & Telecom,50000,0,0,0,0,0,0,0,0,0,closed
3376,4000000,1,0,4000000,Mobile & Telecom,0,4000000,0,0,0,0,0,0,0,0,acquired
3377,10000000,4,993,2500000,Security,0,8500000,0,0,0,1500000,0,0,0,0,acquired
3378,5450000,4,992,1362500,Software & Cloud,0,5000000,0,450000,0,0,0,0,0,0,acquired
3379,250000,1,0,250000,Software & Cloud,0,250000,0,0,0,0,0,0,0,0,acquired
3380,4500000,1,0,4500000,Advertising & Marketing,0,0,0,0,0,0,0,0,0,0,acquired
3381,13500000,1,0,13500000,Mobile & Telecom,0,13500000,0,0,0,0,0,0,0,0,acquired
3382,37037399,5,1790,7407479.8,Mobile & Telecom,0,24000000,0,0,0,4537399,0,0,8500000,0,acquired
3383,650000,3,1418,216666.6667,Advertising & Marketing,650000,0,0,0,0,0,0,0,0,0,acquired
3384,4700000,1,0,4700000,Healthcare & Biotech,0,4700000,0,0,0,0,0,0,0,0,acquired
3385,3791750,1,0,3791750,Transportation & Automotive,3791750,0,0,0,0,0,0,0,0,0,closed
3386,11600000,2,335,5800000,Mobile & Telecom,0,11600000,0,0,0,0,0,0,0,0,acquired
3387,2328000,2,200,1164000,Software & Cloud,28000,2300000,0,0,0,0,0,0,0,0,acquired
3388,1200000,1,0,1200000,Security,0,1200000,0,0,0,0,0,0,0,0,acquired
3389,3400000,1,0,3400000,Mobile & Telecom,0,3400000,0,0,0,0,0,0,0,0,closed
3390,8300000,1,0,8300000,Software & Cloud,0,8300000,0,0,0,0,0,0,0,0,acquired
3391,20220000,2,678,10110000,Software & Cloud,0,20220000,0,0,0,0,0,0,0,0,acquired
3392,10917805,1,0,10917805,Mobile & Telecom,0,10917805,0,0,0,0,0,0,0,0,acquired
3393,11000000,1,0,11000000,Mobile & Telecom,0,11000000,0,0,0,0,0,0,0,0,acquired
3394,24000000,3,1558,8000000,Mobile & Telecom,0,24000000,0,0,0,0,0,0,0,0,acquired
3395,19130000,8,1522,2391250,Media & Entertainment,0,18630000,0,0,0,0,500000,0,0,0,closed
3396,10000000,2,411,5000000,Software & Cloud,0,10000000,0,0,0,0,0,0,0,0,acquired
3397,126080,1,0,126080,E-commerce & Retail,126080,0,0,0,0,0,0,0,0,0,closed
3398,575000,2,231,287500,Advertising & Marketing,575000,0,0,0,0,0,0,0,0,0,acquired
3399,4500000,1,0,4500000,Advertising & Marketing,0,0,0,0,0,0,0,0,0,0,acquired
3400,4500000,2,91,2250000,Mobile & Telecom,0,0,0,0,0,0,0,0,0,0,acquired
3401,14000000,2,98,7000000,Advertising & Marketing,0,14000000,0,0,0,0,0,0,0,0,acquired
3402,687708,1,0,687708,Software & Cloud,0,687708,0,0,0,0,0,0,0,0,acquired
3403,6482605,2,776,3241302.5,Software & Cloud,0,6482605,0,0,0,0,0,0,0,0,acquired
3404,3000000,1,0,3000000,Media & Entertainment,3000000,0,0,0,0,0,0,0,0,0,acquired
3405,1800000,1,0,1800000,Consumer & Lifestyle,0,1800000,0,0,0,0,0,0,0,0,acquired
3406,12155342,3,602,4051780.667,Advertising & Marketing,0,12155342,0,0,0,0,0,0,0,0,acquired
3407,85000000,3,580,28333333.33,Mobile & Telecom,0,85000000,0,0,0,0,0,0,0,0,closed
3408,270000,2,183,135000,Media & Entertainment,270000,0,0,0,0,0,0,0,0,0,acquired
3409,8704000,2,145,4352000,Other,204000,8500000,0,0,0,0,0,0,0,0,acquired
3410,24900000,7,1394,3557142.857,Media & Entertainment,0,21700000,0,0,0,0,3200000,0,0,0,acquired
3411,500000,1,0,500000,Software & Cloud,0,500000,0,0,0,0,0,0,0,0,acquired
3412,115000,1,0,115000,Other,115000,0,0,0,0,0,0,0,0,0,closed
3413,13988210,4,1708,3497052.5,Advertising & Marketing,0,13988210,0,0,0,0,0,0,0,0,acquired
3414,212000000,5,1221,42400000,Media & Entertainment,0,211000000,0,0,0,0,1000000,0,0,0,acquired
3415,2000000,1,0,2000000,Software & Cloud,0,2000000,0,0,0,0,0,0,0,0,acquired
3416,5000000,1,0,5000000,Software & Cloud,0,5000000,0,0,0,0,0,0,0,0,acquired
3417,34468,2,68,17234,Software & Cloud,24459,0,0,0,0,0,0,10009,0,0,closed
3418,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
3419,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,acquired
3420,35810000,2,3138,17905000,Manufacturing & Industrial,0,35810000,0,0,0,0,0,0,0,0,acquired
3421,55600000,2,365,27800000,Software & Cloud,0,55600000,0,0,0,0,0,0,0,0,closed
3422,5000000,1,0,5000000,Healthcare & Biotech,0,5000000,0,0,0,0,0,0,0,0,closed
3423,480000,1,0,480000,Social & Community,0,480000,0,0,0,0,0,0,0,0,closed
3424,8371002,2,1164,4185501,Media & Entertainment,0,8371002,0,0,0,0,0,0,0,0,acquired
3425,650000,1,0,650000,Mobile & Telecom,650000,0,0,0,0,0,0,0,0,0,acquired
3426,4500000,1,0,4500000,AI & Data,0,0,0,0,0,0,0,0,0,0,closed
3427,17000000,2,421,8500000,Software & Cloud,0,17000000,0,0,0,0,0,0,0,0,acquired
3428,3049999,1,0,3049999,E-commerce & Retail,0,3049999,0,0,0,0,0,0,0,0,acquired
3429,26300000,1,0,26300000,Manufacturing & Industrial,0,26300000,0,0,0,0,0,0,0,0,acquired
3430,24766667,2,980,12383333.5,Software & Cloud,0,24766667,0,0,0,0,0,0,0,0,acquired
3431,3250000,1,0,3250000,Media & Entertainment,0,3250000,0,0,0,0,0,0,0,0,closed
3432,27000000,2,427,13500000,Manufacturing & Industrial,0,27000000,0,0,0,0,0,0,0,0,closed
3433,10591238,3,483,3530412.667,Education,0,10141238,0,0,0,0,0,0,450000,0,acquired
3434,6000000,1,0,6000000,Media & Entertainment,0,6000000,0,0,0,0,0,0,0,0,closed
3435,2250000,2,189,1125000,Consumer & Lifestyle,0,2250000,0,0,0,0,0,0,0,0,acquired
3436,6760000,2,773,3380000,Software & Cloud,0,6760000,0,0,0,0,0,0,0,0,closed
3437,1000000,1,0,1000000,Social & Community,0,1000000,0,0,0,0,0,0,0,0,acquired
3438,1000000,1,0,1000000,Software & Cloud,0,1000000,0,0,0,0,0,0,0,0,acquired
3439,2238055,2,91,1119027.5,Software & Cloud,0,1738055,0,0,0,0,500000,0,0,0,closed
3440,18500000,4,750,4625000,Mobile & Telecom,0,18500000,0,0,0,0,0,0,0,0,acquired
3441,4125000,1,0,4125000,Financial Services,0,4125000,0,0,0,0,0,0,0,0,acquired
3442,930000,1,0,930000,Software & Cloud,0,930000,0,0,0,0,0,0,0,0,closed
3443,11540000,2,1042,5770000,Manufacturing & Industrial,0,11540000,0,0,0,0,0,0,0,0,closed
3444,1000000,1,0,1000000,Security,1000000,0,0,0,0,0,0,0,0,0,acquired
3445,3274000,2,825,1637000,Software & Cloud,0,3274000,0,0,0,0,0,0,0,0,closed
3446,1500000,1,0,1500000,Manufacturing & Industrial,0,1500000,0,0,0,0,0,0,0,0,closed
3447,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
3448,1999999,2,293,999999.5,Mobile & Telecom,0,1249999,0,0,0,750000,0,0,0,0,acquired
3449,17200000,3,866,5733333.333,Media & Entertainment,0,17200000,0,0,0,0,0,0,0,0,acquired
3450,4500000,1,0,4500000,Social & Community,0,0,0,0,0,0,0,0,0,0,acquired
3451,500000,1,0,500000,Mobile & Telecom,0,0,0,0,0,0,500000,0,0,0,acquired
3452,102083349,6,1296,17013891.5,Software & Cloud,0,99083349,0,0,0,3000000,0,0,0,0,acquired
3453,18723700,2,1705,9361850,Software & Cloud,0,18723700,0,0,0,0,0,0,0,0,acquired
3454,350000,2,1186,175000,Mobile & Telecom,350000,0,0,0,0,0,0,0,0,0,closed
3455,2150000,1,0,2150000,Media & Entertainment,0,0,0,0,0,0,2150000,0,0,0,closed
3456,5992316,2,1013,2996158,Software & Cloud,0,5992316,0,0,0,0,0,0,0,0,closed
3457,191229400,2,1060,95614700,Software & Cloud,0,63729400,0,0,0,0,0,0,127500000,0,acquired
3458,6500000,2,44,3250000,Software & Cloud,0,6500000,0,0,0,0,0,0,0,0,closed
3459,5500000,1,0,5500000,Other,0,5500000,0,0,0,0,0,0,0,0,acquired
3460,1300000,1,0,1300000,Software & Cloud,0,1300000,0,0,0,0,0,0,0,0,acquired
3461,4500000,2,1124,2250000,Travel & Hospitality,0,0,0,0,0,0,0,0,0,0,closed
3462,4500000,1,0,4500000,Advertising & Marketing,0,0,0,0,0,0,0,0,0,0,acquired
3463,4700000,2,745,2350000,E-commerce & Retail,0,4700000,0,0,0,0,0,0,0,0,closed
3464,1900000,1,0,1900000,Software & Cloud,0,1900000,0,0,0,0,0,0,0,0,acquired
3465,9164123,4,1478,2291030.75,Software & Cloud,0,0,0,0,0,2414123,6750000,0,0,0,closed
3466,4500000,1,0,4500000,Financial Services,0,0,0,0,0,0,0,0,0,0,acquired
3467,32000000,1,0,32000000,Software & Cloud,0,32000000,0,0,0,0,0,0,0,0,closed
3468,3750000,4,565,937500,Mobile & Telecom,950000,2300000,0,0,0,0,500000,0,0,0,closed
3469,15100000,2,2315,7550000,Advertising & Marketing,100000,15000000,0,0,0,0,0,0,0,0,acquired
3470,4400000,2,1034,2200000,Other,0,0,0,4400000,0,0,0,0,0,0,acquired
3471,5000000,1,0,5000000,Advertising & Marketing,0,5000000,0,0,0,0,0,0,0,0,acquired
3472,1496950,1,0,1496950,Software & Cloud,0,1496950,0,0,0,0,0,0,0,0,acquired
3473,2330000,1,0,2330000,Media & Entertainment,0,2330000,0,0,0,0,0,0,0,0,acquired
3474,13234657,1,0,13234657,Other,0,13234657,0,0,0,0,0,0,0,0,acquired
3475,81574940,4,4088,20393735,Software & Cloud,0,81574940,0,0,0,0,0,0,0,0,acquired
3476,550000,1,0,550000,Media & Entertainment,0,0,0,0,0,0,550000,0,0,0,closed
3477,24000000,3,1234,8000000,Software & Cloud,0,24000000,0,0,0,0,0,0,0,0,acquired
3478,101000,2,263,50500,Media & Entertainment,0,76000,0,0,0,0,25000,0,0,0,closed
3479,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
3480,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
3481,37891054,3,954,12630351.33,Manufacturing & Industrial,0,37891054,0,0,0,0,0,0,0,0,acquired
3482,26600000,4,1112,6650000,E-commerce & Retail,0,26600000,0,0,0,0,0,0,0,0,closed
3483,8750000,1,0,8750000,Other,0,8750000,0,0,0,0,0,0,0,0,acquired
3484,7720000,1,0,7720000,Software & Cloud,0,7720000,0,0,0,0,0,0,0,0,closed
3485,4500000,1,0,4500000,Software & Cloud,4500000,0,0,0,0,0,0,0,0,0,closed
3486,4500000,1,0,4500000,E-commerce & Retail,0,0,0,0,0,0,0,0,0,0,closed
3487,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
3488,1429763,2,546,714881.5,Software & Cloud,0,1000000,0,0,0,0,429763,0,0,0,closed
3489,6493024,2,786,3246512,Media & Entertainment,0,6493024,0,0,0,0,0,0,0,0,closed
3490,11600000,2,428,5800000,Software & Cloud,0,11600000,0,0,0,0,0,0,0,0,acquired
3491,42230000,5,1339,8446000,Media & Entertainment,0,0,0,42230000,0,0,0,0,0,0,acquired
3492,4500000,1,0,4500000,Consumer & Lifestyle,0,0,0,0,0,0,0,0,0,0,acquired
3493,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
3494,525000,2,38,262500,Media & Entertainment,525000,0,0,0,0,0,0,0,0,0,closed
3495,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3496,6000000,1,0,6000000,Software & Cloud,0,6000000,0,0,0,0,0,0,0,0,acquired
3497,841991,1,0,841991,Healthcare & Biotech,0,841991,0,0,0,0,0,0,0,0,acquired
3498,4000000,1,0,4000000,Security,0,4000000,0,0,0,0,0,0,0,0,acquired
3499,375000,1,0,375000,Software & Cloud,375000,0,0,0,0,0,0,0,0,0,closed
3500,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
3501,4500000,1,0,4500000,Mobile & Telecom,0,0,0,0,0,0,0,0,0,0,closed
3502,50000,1,0,50000,Other,0,0,0,0,0,0,50000,0,0,0,closed
3503,4500000,1,0,4500000,E-commerce & Retail,0,0,0,0,0,0,0,0,0,0,acquired
3504,3500000,1,0,3500000,Business Services,0,3500000,0,0,0,0,0,0,0,0,closed
3505,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,closed
3506,4360000,1,0,4360000,E-commerce & Retail,0,4360000,0,0,0,0,0,0,0,0,closed
3507,7500000,4,2004,1875000,Advertising & Marketing,500000,7000000,0,0,0,0,0,0,0,0,acquired
3508,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3509,1550000,2,542,775000,E-commerce & Retail,0,950000,0,600000,0,0,0,0,0,0,closed
3510,112000,1,0,112000,Software & Cloud,112000,0,0,0,0,0,0,0,0,0,closed
3511,60000,1,0,60000,Social & Community,0,0,0,0,0,60000,0,0,0,0,closed
3512,15107000,2,988,7553500,Social & Community,0,15107000,0,0,0,0,0,0,0,0,closed
3513,10000,1,0,10000,Other,0,10000,0,0,0,0,0,0,0,0,closed
3514,18700000,3,1026,6233333.333,Education,0,18700000,0,0,0,0,0,0,0,0,acquired
3515,4000000,2,732,2000000,Other,0,4000000,0,0,0,0,0,0,0,0,acquired
3516,3000000,1,0,3000000,Software & Cloud,0,3000000,0,0,0,0,0,0,0,0,closed
3517,4500000,1,0,4500000,Education,0,0,0,0,0,0,0,0,0,0,closed
3518,1094162,7,1095,156308.8571,Software & Cloud,530481,0,0,129478,100000,0,334203,0,0,0,closed
3519,4000000,1,0,4000000,Software & Cloud,0,4000000,0,0,0,0,0,0,0,0,acquired
3520,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
3521,750000,1,0,750000,Media & Entertainment,750000,0,0,0,0,0,0,0,0,0,closed
3522,430000,3,365,143333.3333,Media & Entertainment,50000,0,0,0,0,0,380000,0,0,0,acquired
3523,292384,2,133,146192,Media & Entertainment,292384,0,0,0,0,0,0,0,0,0,closed
3524,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
3525,20000000,2,180,10000000,Real Estate,0,20000000,0,0,0,0,0,0,0,0,acquired
3526,852115,1,0,852115,Media & Entertainment,0,0,0,0,0,0,852115,0,0,0,closed
3527,8900000,1,0,8900000,Software & Cloud,0,8900000,0,0,0,0,0,0,0,0,acquired
3528,20500000,1,0,20500000,Media & Entertainment,0,20500000,0,0,0,0,0,0,0,0,closed
3529,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,closed
3530,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
3531,2000000,1,0,2000000,Advertising & Marketing,0,2000000,0,0,0,0,0,0,0,0,closed
3532,28000000,4,1212,7000000,E-commerce & Retail,0,28000000,0,0,0,0,0,0,0,0,closed
3533,1000000,1,0,1000000,Software & Cloud,1000000,0,0,0,0,0,0,0,0,0,acquired
3534,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,closed
3535,40800000,4,2241,10200000,Software & Cloud,0,39800000,0,0,0,0,1000000,0,0,0,acquired
3536,350000,1,0,350000,Media & Entertainment,350000,0,0,0,0,0,0,0,0,0,closed
3537,4500000,1,0,4500000,E-commerce & Retail,0,0,0,0,0,0,0,0,0,0,acquired
3538,4500000,2,568,2250000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3539,3500000,2,425,1750000,Media & Entertainment,0,3200000,0,0,0,0,300000,0,0,0,acquired
3540,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
3541,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3542,400000,1,0,400000,Financial Services,400000,0,0,0,0,0,0,0,0,0,closed
3543,6000000,1,0,6000000,Media & Entertainment,0,6000000,0,0,0,0,0,0,0,0,closed
3544,2000000,1,0,2000000,Software & Cloud,0,2000000,0,0,0,0,0,0,0,0,closed
3545,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
3546,378000,1,0,378000,Software & Cloud,0,378000,0,0,0,0,0,0,0,0,closed
3547,25000,1,0,25000,Business Services,25000,0,0,0,0,0,0,0,0,0,closed
3548,20000,1,0,20000,Healthcare & Biotech,20000,0,0,0,0,0,0,0,0,0,closed
3549,30000000,1,0,30000000,E-commerce & Retail,0,30000000,0,0,0,0,0,0,0,0,closed
3550,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
3551,131350,1,0,131350,Software & Cloud,0,0,0,0,0,0,131350,0,0,0,closed
3552,3100000,1,0,3100000,Financial Services,0,0,0,0,0,0,3100000,0,0,0,closed
3553,14360000,1,0,14360000,Manufacturing & Industrial,0,14360000,0,0,0,0,0,0,0,0,closed
3554,19000,1,0,19000,Consumer & Lifestyle,19000,0,0,0,0,0,0,0,0,0,closed
3555,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,closed
3556,1875000,1,0,1875000,Mobile & Telecom,1875000,0,0,0,0,0,0,0,0,0,acquired
3557,6400000,2,1221,3200000,Manufacturing & Industrial,0,6400000,0,0,0,0,0,0,0,0,acquired
3558,963000,1,0,963000,Software & Cloud,0,963000,0,0,0,0,0,0,0,0,closed
3559,2070000,1,0,2070000,Software & Cloud,0,2070000,0,0,0,0,0,0,0,0,closed
3560,95500000,3,1796,31833333.33,Software & Cloud,0,35000000,0,0,0,0,0,0,60500000,0,acquired
3561,100000000,2,1386,50000000,Software & Cloud,0,100000000,0,0,0,0,0,0,0,0,closed
3562,3200000,1,0,3200000,Software & Cloud,0,3200000,0,0,0,0,0,0,0,0,closed
3563,4500000,1,0,4500000,Healthcare & Biotech,0,4500000,0,0,0,0,0,0,0,0,closed
3564,79960000,5,1864,15992000,Manufacturing & Industrial,0,79960000,0,0,0,0,0,0,0,0,closed
3565,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,closed
3566,6820000,1,0,6820000,Software & Cloud,0,6820000,0,0,0,0,0,0,0,0,closed
3567,6600000,2,277,3300000,Software & Cloud,0,6600000,0,0,0,0,0,0,0,0,acquired
3568,2401536,3,404,800512,Business Services,0,1001536,0,0,0,300000,1100000,0,0,0,acquired
3569,38700000,2,993,19350000,Security,0,38700000,0,0,0,0,0,0,0,0,acquired
3570,13400000,2,453,6700000,Software & Cloud,0,13400000,0,0,0,0,0,0,0,0,closed
3571,4500000,1,0,4500000,Media & Entertainment,0,0,0,0,0,0,0,0,0,0,closed
3572,3000000,1,0,3000000,Other,0,3000000,0,0,0,0,0,0,0,0,acquired
3573,4500000,1,0,4500000,Software & Cloud,0,0,0,0,0,0,0,0,0,0,acquired
3574,128000000,1,0,128000000,Healthcare & Biotech,0,0,0,0,0,0,0,0,128000000,0,acquired
3575,1500000,1,0,1500000,Social & Community,0,1500000,0,0,0,0,0,0,0,0,acquired
3576,70000,1,0,70000,Media & Entertainment,70000,0,0,0,0,0,0,0,0,0,closed
3577,1900000,1,0,1900000,Software & Cloud,0,1900000,0,0,0,0,0,0,0,0,closed
3578,10000000,1,0,10000000,Software & Cloud,0,10000000,0,0,0,0,0,0,0,0,acquired
3579,11000000,2,2304,5500000,Other,0,11000000,0,0,0,0,0,0,0,0,acquired
3580,250000,1,0,250000,Media & Entertainment,0,0,0,0,0,0,250000,0,0,0,acquired
3581,200000,1,0,200000,Media & Entertainment,200000,0,0,0,0,0,0,0,0,0,closed
3582,4500000,1,0,4500000,Security,0,0,0,0,0,0,0,0,0,0,closed
3583,4500000,2,228,2250000,AI & Data,0,0,0,0,0,0,0,0,0,0,acquired
3584,14000000,2,414,7000000,Transportation & Automotive,0,14000000,0,0,0,0,0,0,0,0,acquired
3585,42000000,3,378,14000000,Advertising & Marketing,0,42000000,0,0,0,0,0,0,0,0,acquired
3586,800000,1,0,800000,Media & Entertainment,0,0,0,0,0,0,800000,0,0,0,closed
3587,43000000,2,820,21500000,Software & Cloud,0,43000000,0,0,0,0,0,0,0,0,acquired
3588,30920000,2,315,15460000,Software & Cloud,0,30920000,0,0,0,0,0,0,0,0,acquired
3589,4500000,1,0,4500000,Other,0,0,0,0,0,0,0,0,0,0,acquired
3590,5000000,1,0,5000000,Mobile & Telecom,0,5000000,0,0,0,0,0,0,0,0,acquired
3591,18000000,2,30,9000000,Media & Entertainment,0,18000000,0,0,0,0,0,0,0,0,closed
3592,6000999,2,1311,3000499.5,Security,0,6000999,0,0,0,0,0,0,0,0,acquired
3593,3282327,3,491,1094109,E-commerce & Retail,0,3282327,0,0,0,0,0,0,0,0,acquired
3594,19250000,3,1031,6416666.667,Software & Cloud,0,19250000,0,0,0,0,0,0,0,0,acquired
3595,300000,1,0,300000,Software & Cloud,0,300000,0,0,0,0,0,0,0,0,closed
3596,500000,1,0,500000,Software & Cloud,0,0,0,0,0,0,500000,0,0,0,acquired
3597,1000000,1,0,1000000,Media & Entertainment,1000000,0,0,0,0,0,0,0,0,0,closed
3598,250000,1,0,250000,E-commerce & Retail,250000,0,0,0,0,0,0,0,0,0,closed
